name	id	x_pca	y_pca	z_pca	x_tsne	y_tsne	z_tsne	x_k2	y_k2	z_k2	cl_pca	cl_tsne	cl_k2	cl_kn
negotiation	811	-0.06483043	-0.0053714113	0.043253396	-9.737734	8.127392	6.887394	0.06467147	0.2595827	-0.8006958	-1	9	-1	17
chip	1740	0.1936341	0.09643565	-0.11404834	1.0392678	-16.042551	5.2812495	-0.6970843	-0.74658686	-0.19317943	-1	22	-1	-1
baptists	1803	0.06899329	0.1710019	0.03201338	-3.98525	-8.476193	-9.711232	0.3559549	0.43739086	-1.3013866	-1	37	-1	3
buddha	267	0.09420849	-0.018649206	-0.045390505	5.5667205	-0.40527442	-12.538513	-0.7232439	0.4405759	-0.8494456	-1	-1	-1	-1
bachelor ’s degree	110	-0.043253567	-0.09880424	0.11464536	-4.875703	5.080534	-6.146447	-0.41155696	-0.2555541	-0.019029867	29	30	-1	36
nouns	997	-0.026044877	-0.026087211	-0.07432116	4.278047	0.052017268	-13.062969	-0.747441	0.4553518	-0.6023372	-1	11	-1	-1
amazon Marketplace	1794	-0.12556255	0.14451098	-0.019093333	-7.658827	-12.384825	2.5055163	0.34070426	-0.24499416	-0.5291016	23	3	-1	31
efficiency	1416	-0.079243034	0.053201236	-0.10869413	1.1598548	-3.275792	14.967856	0.044175427	-0.09995572	-0.35260904	-1	36	-1	38
dynamic Host Configuration Protocol , abbreviated to DHCP	2074	0.24808721	-0.023302605	-0.028222028	12.220922	-8.910589	-1.2156134	-0.5947467	0.1055892	-0.40466383	8	7	8	13
sunni Muslims	327	-0.051983733	0.021660298	-0.020025674	-2.7789803	2.4035459	6.3152785	0.38567165	-0.4667379	-0.5627051	14	34	6	-1
trump\\u2019s governance	1428	0.12513739	-0.050892774	-0.012315066	9.287203	-2.8569047	-8.547211	-0.89597976	0.4982287	-0.20237729	-1	-1	-1	-1
puerto Ricans	1629	0.054222737	0.12698306	-0.038431246	-3.1177492	-5.4686875	-7.5478067	0.34146422	0.3001971	-0.8753364	14	-1	-1	-1
bHP	1771	0.17643888	0.13944587	-0.02721421	-3.060166	-10.13032	-7.21589	0.34696865	0.25519213	-1.1525047	-1	-1	-1	-1
moral	939	-0.051210888	0.08623862	-0.08162412	5.979207	-9.42723	10.006682	0.14268453	-0.40499154	-0.38606766	-1	32	6	24
2.CGI	1887	-0.0002783554	-0.096885405	0.13939947	-10.212237	7.4841256	-7.050386	0.83940595	-1.0573183	-0.77122	-1	-1	-1	-1
shingles :	1948	-0.12001406	0.048505135	-0.19791442	-3.2713974	-12.383571	13.462786	0.48063138	-0.7839991	-0.6640284	15	16	3	9
ejb3.0	1719	-0.07361576	-0.07592546	-0.0082299495	4.611498	6.8319387	-6.194858	0.1276519	-0.5455374	-0.48197228	-1	21	6	-1
medical diagnosis	704	0.24428114	-0.020948581	-0.026380088	11.84845	-11.375173	-0.6705899	-0.59283584	0.102059454	-0.4097532	8	7	8	13
cats	943	0.04009885	-0.18446945	0.07556176	-2.743427	12.921854	-15.024776	-0.6698809	-0.5703759	-0.09918457	-1	11	-1	-1
amazon.com	1503	-0.13578787	0.15542425	0.00215209	-8.980759	-12.842637	2.2411344	0.32336026	-0.23145172	-0.7510504	23	3	-1	31
supreme Leader	360	-0.15240374	0.048727326	0.04465404	-8.40416	1.1045249	8.158959	-0.15298463	-0.05827033	-0.6026214	-1	34	-1	39
sole proprietorship	218	-0.14034016	-0.0054365546	0.069715954	-7.423485	-0.6426259	-0.4291988	0.013508816	0.2665678	-0.5284252	-1	26	-1	37
bMP	1921	-0.045914453	0.024059605	-0.015667038	1.4950528	-3.111313	-5.9324374	-0.059035756	0.31817153	-0.39175922	14	38	-1	16
monarchy	1570	-0.16700946	0.042489916	0.07990852	-7.915247	-0.34367222	7.76177	-0.1648006	-0.04969753	-0.58500797	-1	34	-1	-1
hash	784	-0.1435976	0.12203935	-0.08892291	1.9333501	-9.962163	7.864491	0.66599905	0.26620063	-0.8508143	-1	23	-1	-1
contamination	453	-0.0571858	0.111371145	0.032454878	-13.0968075	0.95884407	0.2179108	-0.103599966	0.21311536	-0.09500339	-1	-1	16	-1
pollution	607	-0.01577988	0.12621096	0.05713318	-12.947205	0.5708235	-2.1197014	-0.6373077	0.2553598	-0.41870385	-1	33	7	32
diet Coke	1429	-0.091579735	-0.01365704	0.15081	-8.02533	6.9317727	-11.576808	0.061522998	-0.24373591	-0.6337663	-1	10	-1	-1
delete	1822	0.013717113	0.07067163	-0.06889544	6.9363065	-10.705002	11.266435	-0.16888434	0.16041875	-0.4240426	14	32	-1	24
prescriptivism	486	-0.10976473	-0.0025572765	0.061024174	-8.688309	8.372778	4.0275664	-0.113443874	-0.295423	-0.48271856	-1	9	-1	-1
propaganda	927	-0.071044266	-0.14160018	0.17384699	0.23837914	6.438858	-12.758002	-0.037617993	-0.33015734	-0.03913542	18	11	21	18
xoom 3G/4 G	299	-0.04715509	-0.039758697	-0.08745166	-2.0585048	3.8185618	11.829995	-0.07334102	-0.6735913	-0.6123287	-1	-1	-1	39
marginal costing	540	-0.09063366	0.16476022	0.0059670447	-3.905187	-5.9711847	3.1218822	0.21783537	-0.41067806	-0.3041225	23	25	-1	34
president of Iran	112	-0.17234161	0.029865878	-0.021141192	-7.0586267	0.8603497	8.897128	-0.13728519	-0.06320382	-0.6405865	-1	34	-1	39
western religions	211	-0.11613711	-0.007610042	0.0077068363	-6.2790174	2.159767	11.314539	-0.070040636	0.17849039	-0.5329189	21	34	-1	39
christian	1495	-0.08384002	0.06027566	-0.16137299	0.6284003	-2.4644458	18.049988	0.2607461	-0.7950333	-0.060863968	-1	-1	-1	-1
restraint	901	-0.070312254	0.02336652	-0.04701706	0.5810209	-2.9560065	10.535009	0.25545114	0.23139332	-0.8843942	-1	-1	1	-1
heap	1225	-0.16737756	-0.0023837883	-0.08492167	-4.9716196	1.444028	6.940029	0.5351809	-0.18031123	-0.65071326	-1	34	-1	-1
javaScript	839	0.15069534	-0.1118786	-0.06988694	11.779934	0.51948804	-7.825965	-0.6879552	0.16046828	-0.8995853	-1	19	-1	-1
wahabis	1761	0.10627839	0.03603803	-0.02833155	3.1849954	-10.845818	-1.013656	-0.31768757	-0.023560233	-1.0573947	-1	5	-1	-1
cerebral wasting	1497	0.3009684	-0.04011795	-0.040264614	15.163317	-3.5728936	1.4010273	-0.729521	0.10120771	-0.9921906	-1	7	-1	-1
sole proprietor	235	0.047646772	-0.03105988	-0.15229914	9.5774975	0.29672897	0.16364579	0.7521542	0.7683327	-0.94829667	-1	-1	-1	-1
alternately	1874	0.033339977	0.20937672	-0.003392443	-2.710696	-19.269867	-2.354433	0.5710705	0.13790786	-0.2852885	-1	22	-1	4
nuclear energy	1619	0.24517362	-0.023172693	-0.027661754	13.132566	-7.290879	0.7501866	-0.59140265	0.28897023	-0.40381548	8	7	7	13
cMP	1909	-0.029400347	0.05294272	-0.026483336	1.2869269	-3.664302	-6.3892922	-0.052862216	-0.32466072	-0.6937587	14	38	-1	16
constraint	1171	-0.09742283	0.035722174	-0.13587621	-4.5110536	-11.517624	10.19176	0.32841104	-0.73793817	-0.875938	-1	29	-1	-1
climate change adaptation	97	-0.017243786	-0.08476891	-0.05468225	10.3113365	10.046821	-4.3224463	0.2761221	-0.38244662	-0.6914674	-1	20	-1	10
truncate	933	0.015557224	0.05908433	-0.07180539	7.09548	-10.087725	11.521598	0.08982254	-0.40560192	-0.41199487	14	32	6	24
5.CGI	186	-0.015351162	0.16840231	0.042745013	-4.3719153	-20.437489	-3.6430962	0.6647671	-0.8297495	-0.4459206	-1	22	-1	-1
saturated fats	1916	0.18467885	0.039311223	-0.00095505896	6.6134834	-10.434727	-7.6949186	-0.057092763	0.4991203	-0.27598906	6	24	15	11
ejb 3.0	2054	-0.053799618	-0.088140704	0.21711114	-7.9783754	7.090257	-14.273615	-0.15550786	-0.63834953	-0.3777844	18	10	-1	-1
social studies	236	0.0451413	0.12861632	-0.09652908	-0.7600901	-14.43767	6.532656	0.26265204	-0.5737151	-0.21288319	-1	23	6	-1
mexicans	2004	0.037596155	-0.010339675	0.1155507	-0.86029387	14.7499695	-0.31075975	-0.31275114	0.93293035	-0.6816726	10	-1	-1	-1
adobe Readers	86	0.21757086	-0.1168458	-0.03201017	10.453564	-1.2759302	-3.5792308	-0.75565857	0.099667594	-0.64667857	-1	-1	-1	-1
lLC	2087	0.16424845	0.045894302	0.11560818	5.8126874	-6.6607366	-7.343219	0.30927578	-0.5330136	-0.47205606	-1	-1	6	-1
oils	962	-0.078890145	-0.0046433685	0.028337263	-10.427611	10.217143	7.4602127	-0.03869719	-0.078740194	-0.7433601	21	9	1	-1
jehovah ’s Witnesses	1571	0.16201796	-0.047412515	-0.14969942	18.531773	-1.4945542	5.469037	-0.5968742	-0.30930293	-0.73872405	9	1	-1	8
coal power plant	592	0.047696892	0.27191585	0.14448488	-16.354902	0.75312257	3.9858878	0.31799078	-0.90044695	-0.089831896	0	33	-1	20
knowledge	1463	0.046737574	0.28978163	0.15746479	-16.660273	0.61094826	4.8241444	0.30402473	-0.9437168	-0.052174512	0	33	-1	20
catholics	1578	0.19293773	-0.056815293	-0.13823378	18.280735	-1.7747388	5.076085	-0.61550933	-0.3156607	-0.73256063	-1	1	-1	8
iOS 7	1911	-0.054930847	0.031440634	-0.0692972	3.2193134	6.9942718	8.920459	0.56976503	0.01926439	-0.7345998	-1	-1	-1	-1
bronchitis	2069	0.084752254	-0.018095333	-0.11213331	8.511453	-0.22729982	5.570521	-0.15602174	0.10940765	-0.37147743	17	18	-1	-1
xP	1152	0.04524865	-0.032882303	0.0482231	-5.9467864	8.046925	2.8531113	0.113289736	0.0012180861	-0.79715544	-1	-1	1	-1
aim	753	0.10680385	0.083990574	-0.021543061	6.508322	-13.089526	-6.291726	0.38867164	0.38505444	-1.0649332	-1	-1	-1	-1
order by	298	0.24579059	-0.02266991	-0.02935918	12.272189	-5.31682	-2.1852582	-0.59514403	0.104605764	-0.4036658	8	7	8	13
dark rum	1712	-0.11148586	0.06081144	-0.10556917	-6.1124053	-12.174976	9.315168	0.13218798	-0.73176384	-0.65071183	-1	29	-1	-1
\\u201cLegal\\u201d	1944	-0.08635675	-0.01709298	-0.10006105	4.512593	0.41924298	15.245489	0.36786753	-0.66766894	-0.4516576	30	36	6	38
inhabitants of a village	1111	-0.110626146	0.08208199	0.07464933	-13.358664	2.2643492	8.2909355	0.5932685	0.20842579	-0.4314968	26	33	-1	-1
democratic Party	994	-0.024084574	0.1721897	0.030699516	-3.9567268	-19.75604	-3.7536542	0.63018715	0.10121483	-0.36367366	-1	22	-1	4
government ’s head or leader	827	0.09587621	-0.00033992255	0.10028461	15.450043	-11.628979	-7.069813	0.95651567	0.6099666	-0.47845528	-1	-1	-1	-1
hashMap	1191	0.037445813	0.0068629007	0.035161734	12.752011	9.846267	-5.7569494	-0.6021243	-0.2523646	-0.43838465	-1	20	5	10
cO2e	2081	-0.07109963	-0.05933127	-0.1165104	6.416496	5.519542	5.527852	0.1828406	0.23738371	-0.39895844	-1	-1	-1	-1
kVA	1744	0.08473438	-0.15565972	-0.013008595	1.6915267	14.174115	7.1009	-0.79254943	-0.47101513	-0.5568438	-1	41	-1	-1
latter	1201	-0.017528184	0.050441872	-0.00819209	1.4593961	-4.42563	-7.068102	-0.015730375	0.21282993	-0.73204875	14	38	-1	16
intranet	1617	-0.113150805	-0.0091093695	0.010890188	-10.141871	11.385733	8.061089	-0.026890412	-0.45410922	-0.53230214	21	9	-1	17
absorption costing ,	520	-0.0807249	0.16447555	0.0051561804	-3.7485812	-7.2964144	4.2055936	0.21211582	-0.8639251	-0.29102728	-1	25	-1	34
bMP developer	1045	0.09341766	0.2095874	-0.13141087	-0.25487077	-17.240715	3.310838	0.2973612	-0.56064266	-0.51561314	1	22	6	12
hP	1324	0.062903374	0.20342867	0.0052490397	-2.1061454	-19.180319	-2.5065453	0.5513712	0.2624309	-0.26515204	-1	22	-1	4
same	960	-0.07643118	-0.0992729	-0.030656517	2.8328695	0.681125	-5.971825	0.07963318	0.47094268	-0.61872786	24	39	-1	16
dFD	358	-0.101770744	0.16864765	-0.0059640845	-9.601371	-13.00587	1.3882291	0.31152079	0.33631274	-0.7263255	23	3	-1	31
repo rate	1010	-0.089608155	0.0149678895	-0.08325269	3.0008426	6.258194	8.408628	0.60221136	-0.55750865	-0.4620847	-1	43	-1	-1
convection	393	0.08163169	0.02575101	-0.16030312	17.611372	-2.9804726	8.620303	-0.2416742	-0.40661085	-0.29928666	-1	1	-1	8
operating viscosity	1442	-0.09105187	0.098729685	-0.15019733	-0.33174616	-2.1126807	18.462046	0.22469707	-0.78823215	-0.10214518	-1	35	-1	21
former	878	0.04346997	0.05741185	-0.023076676	-0.2056685	-4.952357	-7.351481	-0.025726305	0.17886323	-0.8321362	-1	-1	-1	-1
group by	778	0.24500106	-0.021949764	-0.023566175	8.997592	-8.328713	-3.74627	-0.58922493	0.10315064	-0.4024233	8	7	8	13
anxiety	1289	-0.06545765	0.061154377	0.15140912	-11.085138	0.7598861	-7.274115	-0.19192725	-0.6160744	-0.32326782	-1	-1	-1	-1
civic	405	0.049071744	0.16642852	0.0703713	-13.816731	0.44592506	4.2710032	0.28680208	0.0038237732	-0.21980901	-1	33	-1	-1
adopting parents	572	0.005596511	-0.094688244	-0.14091378	8.655936	1.1627055	5.9984856	0.20402913	0.10068616	-0.37740988	-1	18	-1	-1
derivative	1257	-0.096458256	0.086721204	0.08453747	-8.415189	-13.271267	-1.8463765	0.47349924	0.62913007	-0.7187502	27	3	-1	30
extranet	18	-0.09424142	0.002848093	0.019469107	-10.266707	10.908566	7.759754	-0.02485364	-0.74687415	-0.57847077	21	9	-1	17
playbook	1665	0.037286077	-0.07205627	-0.02738606	-0.28997397	10.823673	5.940439	-0.32243702	-0.018744556	-0.68256366	-1	-1	-1	-1
noun	1113	-0.07606146	0.029991603	-0.1428413	-0.8682746	-1.8532158	16.332445	-0.24744013	-0.09910886	-0.13499941	31	35	-1	21
those who follow or support progressivism	849	-0.105569735	-0.10680439	-0.08891363	3.3172827	1.4809656	-4.5522957	0.075962715	0.27062908	-0.64781535	-1	39	-1	16
vista	1419	-0.060729273	-0.08225336	-0.02080161	2.0778065	-0.49327242	-5.6863885	0.1372391	0.31485116	-0.5973707	-1	39	-1	16
tax	921	-0.1263342	-0.070867546	0.10522397	1.074181	6.4002447	-9.744524	0.5433282	0.018647658	-0.74972403	-1	-1	-1	-1
inductive reasoning	1796	-0.059646185	0.10770012	0.06198265	-11.3156595	-7.2008286	0.019471372	0.28413948	-0.5126493	-0.45051888	-1	4	6	-1
baking powder	92	0.17946856	-0.0061450973	-0.012304702	13.954171	8.720113	-5.4009724	-0.8201458	-0.24893624	-0.7661663	-1	-1	-1	-1
personalization	1268	-0.017029895	-0.18086194	-0.17302966	10.883578	13.699587	2.8039608	0.5636922	-0.72137874	-0.17501032	4	15	4	7
beaker	924	0.0020699438	0.13184096	0.08699585	-13.101339	0.5137631	-3.090575	-0.61468655	0.28146455	-0.44578207	-1	33	7	32
bank rate	17	-0.0503641	0.018637635	-0.09650624	2.4415414	5.5574207	7.908357	0.54426295	-0.55712867	-0.38031042	-1	43	-1	-1
this and these	1537	-0.116521254	0.022509104	-0.10890705	-10.227766	12.081033	10.641512	0.18925986	-0.44891584	-0.41537747	-1	9	6	-1
baptism	1802	0.15813227	-0.009981478	0.05967448	9.609282	-6.5012302	-17.282457	0.10415041	0.8017947	-0.2905293	5	14	-1	2
ethics ,	225	-0.090095565	-0.018967722	-0.099187315	4.3466744	1.0673698	14.935067	0.36894575	-0.6729856	-0.4556751	30	36	6	38
chronic bronchitis	1070	-0.14222713	-0.16572618	-0.20977323	10.937376	5.612464	6.780487	-0.41883498	-0.43420562	-0.48245534	3	17	5	40
advertisements	914	-0.07744925	-0.13780421	0.1900379	-0.25636807	6.5683694	-12.371233	-0.14279619	-0.33401963	-0.034743562	18	11	-1	18
cerebral salt wasting	69	-0.0044260295	-0.072304934	-0.02371191	1.6102285	8.844287	-2.8776925	0.11854545	-0.4077416	-0.35634625	-1	-1	6	-1
rock music	723	-0.05028528	-0.12282223	0.070994794	-5.207268	8.035673	-4.9289656	-0.4036253	-0.13561548	-0.021928515	29	30	-1	36
pitch	318	0.119816475	0.1814068	-0.13021287	0.1162904	-16.643446	4.003147	0.26095337	-0.58356977	-0.20303078	1	22	6	12
arbitration	968	0.046154875	0.014193041	-0.0092073055	-11.272452	8.730847	8.102471	-0.69996405	-0.4922936	-0.79833275	-1	9	-1	-1
there are groups	1505	0.04748107	-0.12853827	0.043966386	-5.203342	13.592487	1.1866422	0.1777622	-0.30480102	-0.57194275	16	27	-1	33
cellular communication network	152	0.059862792	0.0047496175	-0.09848299	6.311713	-4.915798	13.398157	-0.028489875	0.112538315	-0.28799447	17	-1	-1	-1
wind turbines	786	-0.12848477	-0.054044146	-0.07585099	-8.462369	11.626876	9.767184	0.085203566	-0.4570792	-0.57402754	19	9	-1	-1
ejb 2.0	1026	-0.06757975	-0.090934254	0.109675884	-3.6823246	4.1044974	-7.920443	-0.16901079	-0.6329012	-0.40768215	-1	30	-1	-1
graphic novels	892	-0.08731878	-0.04931595	0.06149979	-7.359843	1.0776579	-0.6109746	-0.15722255	0.23387711	-0.55474746	-1	26	-1	37
microsoft	703	0.15145862	-0.08580395	0.12303615	-13.319449	6.015774	-14.567268	-0.602363	0.41136327	-1.068837	-1	-1	-1	-1
anime	308	0.0025765898	-0.07594825	-0.027794678	-0.5052571	3.6243818	7.08058	0.3598885	-0.5574851	-0.16727896	22	-1	6	-1
relative humidity	1168	0.003027125	-0.013097279	-0.098969005	-2.4438407	1.145863	16.259249	-0.30448416	-0.098824196	-0.20032772	-1	-1	-1	-1
class system	1058	-0.124183275	0.11316017	0.11992462	-5.4514937	-4.2153487	0.9435717	0.06556547	0.5624003	-0.4077974	-1	-1	-1	-1
adaptation	1120	-0.1383334	0.15640712	-0.050211497	1.0378077	-10.618011	6.363612	0.6963396	-0.38652107	-0.6072717	-1	23	-1	-1
equalist	66	-0.09962648	0.010129996	0.03793313	-10.507739	13.147406	5.8080564	-0.1401038	-0.7829475	-0.057964496	-1	9	-1	15
you ’d be a slave yourself for all your life without being given a chance to rise to the top but just die like that as you were born like that	717	-0.06860934	-0.112704486	0.05002731	3.3058133	13.197618	-7.7266665	-0.06938	-0.40519068	-0.30183092	-1	8	-1	27
theme	1962	0.0036228893	0.011318684	-0.12260795	5.64815	-7.4760656	11.327949	0.12549365	-0.40659618	-0.40088657	-1	-1	6	-1
communism	2018	0.044330418	-0.11425033	-0.023347376	10.669295	2.1331007	-9.4547205	-0.4662682	0.51498646	-0.33507547	-1	19	-1	-1
rPG\\u2019s	349	0.00022112792	0.024078647	-0.1885724	-3.034754	-13.794973	13.880694	-0.19745858	-0.8889921	-1.4299915	-1	16	-1	9
metaethics	696	-0.057947	-0.14116181	0.22201763	-2.034334	7.643531	-14.982902	-0.014330143	0.19023721	-0.025131304	18	11	-1	18
negotiator ’s fee	337	-0.060457285	0.028221728	0.07808625	-3.486064	-1.1402891	-0.7309402	0.18203259	-1.002768	-0.6241752	-1	26	-1	-1
repurchase agreement	1899	-0.06049394	-0.012417992	-0.04606391	3.6670709	5.3115187	6.345217	0.56112456	-0.5606284	-0.27273044	-1	-1	-1	-1
indies	1437	-0.11099447	-0.06768162	-0.012738903	2.9448407	4.881714	-6.213634	0.47742423	-0.65582174	-0.67073953	-1	-1	3	-1
history	387	-0.006264481	0.12998286	-0.097516015	-0.9609194	-13.910565	6.789615	0.27209687	-0.57778925	-0.219664	-1	23	6	-1
headphones	1565	-0.14863965	-0.04974015	-0.08406247	4.2916107	8.419756	12.4094515	0.5291605	0.20815784	-0.69856405	19	42	-1	-1
revenue expenditure	872	-0.09403785	0.077909656	0.08091878	-8.746585	-12.573128	-1.9587028	0.47030342	0.6253333	-0.70959044	27	3	-1	30
similar	1062	-0.06792459	-0.087734036	-0.048860684	3.7143443	0.5135681	-5.755356	0.08561754	0.39598733	-0.63475466	24	39	-1	16
wahabi	1849	-0.040281143	-0.036754847	0.023102561	-2.0407033	3.0552697	5.8971567	0.38759708	-0.7775737	-0.20386095	28	-1	-1	-1
elk	1865	-0.20369036	-0.060537223	-0.098354325	4.9399214	6.498285	14.8171215	0.50160897	0.386842	-0.61911994	-1	40	-1	-1
“ stuttering ”	1646	0.10158274	0.2171472	-0.10199923	-0.30552202	-17.359127	1.7348285	0.3007326	0.033992685	-0.63725376	1	22	-1	12
capital Expenditure	1556	-0.12897417	0.07000847	0.11055924	-9.870917	-14.323335	-3.711501	0.68174505	0.6499137	-0.7014893	-1	3	-1	-1
worms	1106	-0.019494548	-0.08363477	0.21941195	-10.542548	8.79083	-15.136379	-0.27305242	-0.53738666	-0.23937504	18	10	-1	28
ferrets	122	-0.05168791	0.018099727	-0.12181376	-1.6133418	-0.54841477	17.441473	-0.31974164	-0.092050076	-0.13272345	31	35	-1	21
cMP , or Container Managed Persistence	1313	-0.11125639	0.17137128	0.009543151	-4.4884133	-6.3769445	3.6140957	0.15872185	-0.54883254	-0.021666538	23	25	-1	34
they	1963	-0.14567946	-0.16730477	-0.20748323	11.054198	6.268377	7.043119	0.36795175	-0.43904814	-0.5139699	3	17	6	40
amazon	371	-0.096209265	0.12472252	0.042034574	-6.9977217	-12.12676	-0.91191167	0.47094113	-0.17075688	-0.66100335	-1	3	-1	-1
governor	819	-0.001561906	-0.114433415	0.062325902	-1.1304272	9.527054	-3.4176507	-0.31881014	0.2369308	-0.14947784	-1	-1	16	-1
sonata	942	0.023214566	0.14723524	0.07517695	-13.345557	0.79233664	4.3371763	0.28870755	0.20881303	-0.23439795	-1	33	-1	-1
canada and Switzerland	1608	-0.03534786	-0.07430301	0.22703764	-12.384665	10.285164	-14.75428	-0.19438353	-0.20042978	-0.94576144	18	10	-1	28
cellular networks	1105	0.06265286	0.0022928647	-0.09233402	6.549647	-5.101232	13.4215555	-0.06248854	-0.072223075	-0.31133363	17	32	-1	-1
bPMN	1689	0.03500091	0.2526434	-0.03590495	-1.4971012	-19.016327	-1.0038185	0.54364187	0.049804922	-0.27519238	-1	22	-1	4
dictatorship	158	-0.07855802	-0.11643418	-0.027497131	2.6545877	0.82689506	-6.386531	0.46509492	0.57741994	-0.59084046	-1	39	-1	16
eastern religions	853	-0.11208824	-0.0037062503	0.010019795	-6.671657	2.628509	10.861419	-0.07244389	0.1793232	-0.52950525	21	34	-1	39
christianity	1759	-0.07123767	0.0015184934	-0.11571143	-0.06651923	5.472056	9.400199	-0.44883972	-0.6580712	-0.45982432	-1	43	-1	-1
heart attacks	2051	0.18835706	0.03764692	0.0002702365	6.5469184	-10.11535	-7.9070983	-0.16588391	0.12615903	-0.3610998	6	24	-1	11
countable noun	1649	0.016003558	-0.03938424	-0.06062855	11.011447	9.995085	-3.8657076	0.2910383	-0.5624878	-0.39990643	-1	20	6	10
keyword ‘ struct ’	1683	-0.06742775	-0.032017477	0.15813316	-13.542376	10.249077	-11.184898	-0.03744413	0.33837837	-0.18714958	-1	-1	-1	-1
populism	2055	0.24413846	-0.022028284	-0.030394511	11.190738	-7.979582	-0.17671128	-0.59297544	0.10343776	-0.40633294	8	7	8	13
mitigation	834	-0.16375402	0.15447827	-0.035032894	0.98505443	-10.380213	5.7756824	0.70100206	-0.39178386	-0.6219289	-1	23	-1	-1
earphones	1000	-0.0696166	-0.07831419	-0.048811596	4.62982	9.636867	11.114224	0.47051936	0.20702942	-0.7159332	-1	42	-1	-1
lesson	530	-0.04478783	-0.02737797	-0.19044809	3.3917015	-6.6605444	12.860976	0.23172756	-0.59820616	-0.40981504	-1	-1	6	-1
kW	1121	0.08416372	-0.15444437	0.0029430555	1.6311305	14.061044	6.5722837	-0.7666186	-0.46875408	-0.5618054	-1	41	-1	-1
graphic novel	743	-0.03734928	-0.11579448	0.029734282	8.733355	3.7824793	-9.5318365	-0.0893759	0.51833785	-0.39512116	-1	19	-1	22
methane	732	-0.035065513	-0.01798185	0.1448065	-9.23875	-2.260976	-11.040367	0.36209735	0.24322027	-0.5774949	-1	31	-1	-1
mexican ancestors	2015	-0.1427067	0.0869059	0.116046764	-10.137166	-14.659129	-3.557184	0.66310245	0.66320693	-0.6603577	-1	3	-1	-1
jQuery	55	0.15796855	-0.11496328	-0.099219695	11.819643	0.44738722	-7.7570596	-0.72205967	0.136481	-0.9509793	-1	19	-1	-1
phloem	1348	-0.018319307	0.0647147	-0.017565778	-12.533775	-2.5197892	4.2088737	0.29665706	-0.4085953	-0.62896943	14	-1	-1	-1
“ stammering ”	2039	0.048614975	0.25342962	-0.07739011	-0.71507597	-18.703468	0.19985628	0.31279638	0.024803223	-0.24726076	-1	22	-1	-1
many countries	802	0.090265065	0.20632029	-0.12603301	0.25440407	-17.387413	3.3510199	0.6215436	-0.5521335	-0.5223117	1	22	-1	12
person who wishes to win an office in the government	1530	0.2508887	-0.022364935	-0.027202334	11.916578	-9.758481	-3.5543914	-0.59532106	-0.08130559	-0.40849856	8	7	-1	13
human Resource	1177	-0.048213277	-0.08114885	0.0053261467	4.6248164	2.360108	-12.6770115	-0.72752845	0.44823304	-0.57288873	29	11	-1	19
dell Streak 7	912	0.00048701785	-0.08433367	0.02729446	0.39653715	10.01622	6.9277897	-0.30761933	-0.08704593	-0.67587316	-1	-1	-1	-1
earbuds	1811	0.09756975	0.01986528	-0.17934245	-2.418935	-14.757906	13.970039	-0.33811426	-0.7633593	-1.2916783	-1	16	-1	-1
truncate command ,	407	-0.012612307	0.083997376	-0.081442304	6.605696	-10.305256	10.382995	-0.17537664	-0.125222	-0.4124746	-1	32	-1	24
shipbuilder	1914	0.061078608	0.31007913	0.17447422	-17.192059	0.70766795	4.3603606	0.2417007	-0.95316744	0.07259751	0	33	-1	20
adobe Reader	575	0.086645186	-0.10334603	0.028703485	6.465817	5.7551694	-7.1208787	-0.0042784335	-0.08699351	-0.6350979	16	-1	-1	-1
christians	1952	-0.11278574	0.1152136	-0.11096881	2.477867	-9.544418	8.453309	0.6405142	0.27110246	-0.808108	-1	-1	-1	-1
governments	1407	-0.14103734	0.0004964581	0.09380692	-7.109901	-1.1677196	-0.67218304	0.0356415	0.26211327	-0.55592716	-1	26	-1	-1
human Resource Management Systems	857	-0.12557384	0.14237979	0.024934625	-7.50831	-6.649062	4.2213893	0.22063498	-0.5465006	-0.06609426	-1	25	-1	-1
cartoons -	366	-0.1522345	-0.051172912	-0.057251364	-8.753695	11.645772	9.594227	0.104495235	-0.4541109	-0.58449775	19	9	-1	-1
climate change mitigation	1762	-0.027924381	-0.102097355	-0.091060326	8.537389	10.080376	-4.595358	0.28847557	-0.54418516	-0.7603942	-1	-1	-1	-1
t - Mobile	1513	-0.07361845	-0.01597949	-0.11061132	1.010774	4.9363317	8.340265	0.46967566	-0.6587274	-0.41997623	30	-1	6	-1
hipsters	1509	-0.109282576	-0.07494645	-0.014880996	2.988248	4.8590426	-6.1673145	0.47186965	-0.658065	-0.65174526	-1	-1	3	-1
\\u201cethics\\u201d	285	-0.08711911	-0.016599366	-0.096042074	4.1215205	0.97785395	14.792686	0.36649188	-0.66632575	-0.4492463	30	36	6	38
“ Monarch ”	9	-0.0030273946	0.17942454	0.06770668	2.955062	-6.99491	-15.427795	-0.48560673	-0.17523605	-0.73014057	-1	13	-1	1
jPA	52	-0.10841205	0.032960266	-0.06409184	-10.507726	8.012906	11.09561	0.7808521	-0.214419	-0.6497003	-1	-1	-1	-1
comics	748	0.007377824	-0.002271547	0.06799588	-7.3596344	1.8089147	-1.998637	-0.5763156	0.09377631	-0.54915005	-1	26	-1	-1
one	770	0.07075784	0.13463816	-0.048684042	-3.0971565	-5.486786	-7.58497	0.3692695	0.49780366	-0.8627281	-1	-1	-1	-1
